"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"010111","Type 1","01","01","11","Horses; live, pure-bred breeding animals","Les chevaux ; animaux reproducteurs vivants de race pure"
"251830","Type 5","25","18","30","Dolomite; agglomerated (including tarred)","Dolomie ; aggloméré (y compris goudronné)"
"251910","Type 5","25","19","10","Magnesium carbonate (magnesite); natural","Carbonate de magnésium (magnésite) ; Naturel"
"251990","Type 5","25","19","90","Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)","Magnésie fondue ou calcinée (frittée) ; contenant ou non de petites quantités d'autres oxydes ajoutés avant le frittage, autre oxyde de magnésium, pur ou non, (à l'exception du carbonate de magnésium naturel)"
"252010","Type 5","25","20","10","Gypsum; anhydrite","Gypse ; anhydrite"
"252020","Type 5","25","20","20","Plasters; (consisting of calcined gypsum or calcium sulphate), whether or not coloured, with or without small quantities of accelerators or retarders","Plâtres ; (constitué de gypse calciné ou de sulfate de calcium), même coloré, avec ou sans petites quantités d'accélérateurs ou de retardateurs"
"252100","Type 5","25","21","00","Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","Flux de calcaire  ; calcaire et autres pierres calcaires, des types utilisés pour la fabrication de la chaux ou du ciment"
"252210","Type 5","25","22","10","Quicklime; excluding calcium oxide and hydroxide of heading no. 2825","Chaux vive ; à l'exclusion de l'oxyde et de l'hydroxyde de calcium du no. 2825"
"252220","Type 5","25","22","20","Slaked lime; excluding calcium oxide and hydroxide of heading no. 2825","Chaux ; à l'exclusion de l'oxyde et de l'hydroxyde de calcium du no. 2825"
"252230","Type 5","25","22","30","Hydraulic lime; excluding calcium oxide and hydroxide of heading no. 2825","Chaux hydraulique ; à l'exclusion de l'oxyde et de l'hydroxyde de calcium du no. 2825"
"252310","Type 5","25","23","10","Cement clinkers (whether or not coloured)","Clinkers de ciment (colorés ou non)"
"252321","Type 5","25","23","21","Cement; portland, white, whether or not artificially coloured","Ciment ; portland, blanc, même coloré artificiellement"
"252329","Type 5","25","23","29","Cement; portland, other than white, whether or not artificially coloured","Ciment ; portland, autre que blanc, même coloré artificiellement"
"252330","Type 5","25","23","30","Cement; aluminous (""ciment fondu""), whether or not coloured or in the form of clinkers","Ciment ; alumineuses (ciment fondu), même colorées ou sous forme de clinkers"
"252390","Type 5","25","23","90","Cement; hydraulic kinds n.e.s. in heading no. 2523","Ciment ; types hydrauliques n.c.a. dans la rubrique no. 2523"
"252400","Type 5","25","24","00","Asbestos","Amiante"
"252510","Type 5","25","25","10","Mica; crude and rifted into sheets or splittings","Mica ; brut et déchiré en feuilles ou en éclats"
"252520","Type 5","25","25","20","Mica; powder","Mica ; poudre"
"252530","Type 5","25","25","30","Mica; waste","Mica ; gaspillage"
"252610","Type 5","25","26","10","Steatite; natural, (not crushed or powdered), whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","Stéatite ; naturelles (non broyées ni réduites en poudre), même dégrossies ou simplement découpées, par sciage ou autrement, en blocs ou en plaques de forme rectangulaire (y compris carrée) ; talc"
"252620","Type 5","25","26","20","Steatite; natural, crushed, powdered, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","Stéatite ; naturelles, concassées, réduites en poudre, même dégrossies ou simplement découpées, par sciage ou autrement, en blocs ou en plaques de forme rectangulaire (y compris carrée) ; talc"
"252700","Type 5","25","27","00","Cryolite and chiolite; natural","Cryolite et chiolite ; Naturel"
"252810","Type 5","25","28","10","Sodium borates; natural, whether or not calcined","Borates de sodium  ; naturel, même calciné"
"252890","Type 5","25","28","90","Borates; natural, and concentrates thereof, n.e.s. in heading no. 2528, excluding borates separated from natural brine; natural boric acid containing not more than 85% of H3Bo3 calculated on the dry weight","Borates ; naturels et leurs concentrés, n.d.a. dans la rubrique no. 2528, à l'exclusion des borates séparés de la saumure naturelle  ; acide borique naturel ne contenant pas plus de 85 % de H3Bo3 calculé sur le poids sec"
"252910","Type 5","25","29","10","Felspar","Felspath"
"252921","Type 5","25","29","21","Fluorspar; containing by weight 97% or less of calcium fluoride","Spath fluor ; contenant en poids 97 % ou moins de fluorure de calcium"
"252922","Type 5","25","29","22","Fluorspar; containing by weight more than 97% of calcium fluoride","Spath fluor ; contenant en poids plus de 97 % de fluorure de calcium"
"252930","Type 5","25","29","30","Leucite; nepheline and nepheline syenite","Leucite ; néphéline et syénite néphéline"
"253010","Type 5","25","30","10","Vermiculite, perlite and chlorites; unexpanded","Vermiculite, perlite et chlorites ; non expansé"
"253020","Type 5","25","30","20","Kieserite, epsomite (natural magnesium sulphates)","Kiesérite, epsomite (sulfates de magnésium naturels)"
"253030","Type 5","25","30","30","Earth colours","Couleurs de la terre"
"253040","Type 5","25","30","40","Natural micaceous iron oxides","Oxydes de fer micacés naturels"
"253090","Type 5","25","30","90","Mineral substances; n.e.s. in chapter 25","Substances minérales ; n.c.a. au chapitre 25"
"260111","Type 5","26","01","11","Iron ores and concentrates; non-agglomerated","Minerais de fer et concentrés  ; non aggloméré"
"260112","Type 5","26","01","12","Iron ores and concentrates; agglomerated (excluding roasted iron pyrites)","Minerais de fer et concentrés  ; agglomérés (à l'exclusion des pyrites de fer grillées)"
"260120","Type 5","26","01","20","Iron pyrites; roasted","Pyrites de fer ; rôti"
"260200","Type 5","26","02","00","Manganese ores and concentrates, including manganiferous iron ores and concentrates with a manganese content of 20% or more, calculated on the dry weight","Minerais et concentrés de manganèse, y compris les minerais et concentrés de fer manganifère d'une teneur en manganèse de 20 % ou plus, calculés sur le poids sec"
"260300","Type 5","26","03","00","Copper ores and concentrates","Minerais et concentrés de cuivre"
"260400","Type 5","26","04","00","Nickel ores and concentrates","Minerais et concentrés de nickel"
"260500","Type 5","26","05","00","Cobalt ores and concentrates","Minerais et concentrés de cobalt"
"260600","Type 5","26","06","00","Aluminium ores and concentrates","Minerais et concentrés d'aluminium"
"260700","Type 5","26","07","00","Lead ores and concentrates","Minerais et concentrés de plomb"
"260800","Type 5","26","08","00","Zinc ores and concentrates","Minerais et concentrés de zinc"
"260900","Type 5","26","09","00","Tin ores and concentrates","Minerais et concentrés d'étain"
"261000","Type 5","26","10","00","Chromium ores and concentrates","Minerais et concentrés de chrome"
"261100","Type 5","26","11","00","Tungsten ores and concentrates","Minerais et concentrés de tungstène"
"261210","Type 5","26","12","10","Uranium ores and concentrates","Minerais et concentrés d'uranium"
"261220","Type 5","26","12","20","Thorium ores and concentrates","Minerais et concentrés de thorium"
"261310","Type 5","26","13","10","Molybdenum ores and concentrates; roasted","Minerais et concentrés de molybdène ; rôti"
"261390","Type 5","26","13","90","Molybdenum ores and concentrates; other than roasted","Minerais et concentrés de molybdène ; autre que rôti"
"261400","Type 5","26","14","00","Titanium ores and concentrates","Minerais et concentrés de titane"
"261510","Type 5","26","15","10","Zirconium ores and concentrates","Minerais et concentrés de zirconium"
"261590","Type 5","26","15","90","Niobium, tantalum, vanadium ores and concentrates","Minerais et concentrés de niobium, tantale, vanadium"
"261610","Type 5","26","16","10","Silver ores and concentrates","Minerais et concentrés d'argent"
"261690","Type 5","26","16","90","Precious metal ores and concentrates; (excluding silver)","Minerais et concentrés de métaux précieux ; (hors argent)"
"261710","Type 5","26","17","10","Antimony ores and concentrates","Minerais et concentrés d'antimoine"
"261790","Type 5","26","17","90","Ores and concentrates n.e.s. in chapter 26; other than antimony","Minerais et concentrés n.d.a. au chapitre 26 ; autre que l'antimoine"
"261800","Type 5","26","18","00","Slag, granulated (slag sand); from the manufacture or iron or steel","Laitier granulé (sable de laitier) ; de la fabrication du fer ou de l'acier"
"261900","Type 5","26","19","00","Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel","Scories, scories ; (autres que les scories granulées), écaillures et autres déchets provenant de la fabrication du fer ou de l'acier"
"262011","Type 5","26","20","11","Ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter","Cendres et résidus  ; (ne provenant pas de la fabrication du fer ou de l'acier), contenant principalement du zinc, coulée de zinc dur"
"262019","Type 5","26","20","19","Ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, other than hard zinc spelter","Cendres et résidus  ; (ne provenant pas de la fabrication du fer ou de l'acier), contenant principalement du zinc, autre que la fonte de zinc dur"
"262020","Type 5","26","20","20","Ash and residues; (not from the manufacture of iron or steel), containing mainly lead","Cendres et résidus  ; (ne provenant pas de la fabrication du fer ou de l'acier), contenant principalement du plomb"
"262030","Type 5","26","20","30","Ash and residues; (not from the manufacture of iron or steel), containing mainly copper","Cendres et résidus  ; (ne provenant pas de la fabrication du fer ou de l'acier), contenant principalement du cuivre"
"262040","Type 5","26","20","40","Ash and residues; (not from the manufacture of iron or steel), containing mainly aluminium","Cendres et résidus  ; (ne provenant pas de la fabrication du fer ou de l'acier), contenant principalement de l'aluminium"
"262050","Type 5","26","20","50","Ash and residues; (not from the manufacture of iron or steel), containing mainly vanadium","Cendres et résidus  ; (ne provenant pas de la fabrication du fer ou de l'acier), contenant principalement du vanadium"
"262090","Type 5","26","20","90","Ash and residues; (not from the manufacture or iron or steel), containing mainly metals or metal compounds n.e.s. in heading no. 2620","Cendres et résidus  ; (ne provenant pas de la fabrication du fer ou de l'acier), contenant principalement des métaux ou des composés métalliques n.c.a. dans la rubrique no. 2620"
"262100","Type 5","26","21","00","Slag and ash; including seaweed ash (kelp), n.e.s. in chapter 26","Scories et cendres ; y compris cendres d'algues (varech), n.d.a. au chapitre 26"
"270111","Type 5","27","01","11","Coal; anthracite, whether or not pulverised, but not agglomerated","Charbon ; anthracite, même pulvérisé, mais non aggloméré"
"270112","Type 5","27","01","12","Coal; bituminous, whether or not pulverised, but not agglomerated","Charbon ; bitumineux, même pulvérisé, mais non aggloméré"
"270119","Type 5","27","01","19","Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated","Charbon ; (autres que l'anthracite et les bitumineux), même pulvérisés mais non agglomérés"
"270120","Type 5","27","01","20","Briquettes, ovoids and similar solid fuels; manufactured from coal","Briquettes, boulets et combustibles solides similaires  ; fabriqué à partir de charbon"
"270210","Type 5","27","02","10","Lignite; whether or not pulverised, but not agglomerated, excluding jet","Lignite ; même pulvérisé, mais non aggloméré, à l'exclusion du jet"
"270220","Type 5","27","02","20","Lignite; agglomerated, excluding jet","Lignite ; aggloméré, hors jet"
"270300","Type 5","27","03","00","Peat; (including peat litter), whether or not agglomerated","Tourbe ; (y compris la litière de tourbe), même agglomérée"
"270400","Type 5","27","04","00","Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon","Coca et semi-coca  ; de charbon, de lignite ou de tourbe, même agglomérés ; cornue carbone"
"270500","Type 5","27","05","00","Gases; coal, water, producer and similar gases (excluding petroleum and other gaseous hydrocarbons)","Des gaz ; charbon, eau, gaz de gazogène et assimilés (hors pétrole et autres hydrocarbures gazeux)"
"270600","Type 5","27","06","00","Tar; distilled from coal, lignite or peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars","Le goudron ; distillés à partir de houille, de lignite ou de tourbe et d'autres goudrons minéraux, même déshydratés ou partiellement distillés, y compris les goudrons reconstitués"
"270710","Type 5","27","07","10","Oils and products of the distillation of high temperature coal tar; benzole","Huiles et produits de la distillation du goudron de houille à haute température ; benzol"
"270720","Type 5","27","07","20","Oils and products of the distillation of high temperature coal tar; toluole","Huiles et produits de la distillation du goudron de houille à haute température ; toluole"
"270730","Type 5","27","07","30","Oils and products of the distillation of high temperature coal tar; xylole","Huiles et produits de la distillation du goudron de houille à haute température ; xylole"
"270740","Type 5","27","07","40","Oils and products of the distillation of high temperature coal tar; naphthalene","Huiles et produits de la distillation du goudron de houille à haute température ; naphtaline"
"270750","Type 5","27","07","50","Aromatic hydrocarbon mixtures; n.e.s. in heading no. 2707, of which 65% or more by volume (including losses) distils at 250 degrees celsius by the ASTM D 86 method","Mélanges d'hydrocarbures aromatiques ; n.c.a. dans la rubrique no. 2707, dont 65 % ou plus en volume (y compris les pertes) distillent à 250 degrés Celsius selon la méthode ASTM D 86"
"270760","Type 5","27","07","60","Oils and other products of the distillation of high temperature coal tar; phenols","Huiles et autres produits de la distillation du goudron de houille à haute température  ; phénols"
"270791","Type 5","27","07","91","Oils and other products of the distillation of high temperature coal tar; creosote oils","Huiles et autres produits de la distillation du goudron de houille à haute température  ; huiles de créosote"
"270799","Type 5","27","07","99","Oils and other products of the distillation of high temperature coal tar; n.e.s. in heading no. 2707","Huiles et autres produits de la distillation du goudron de houille à haute température  ; n.c.a. dans la rubrique no. 2707"
"270810","Type 5","27","08","10","Pitch; obtained from coal tar or from other mineral tars","Terrain ; obtenu à partir de goudron de houille ou d'autres goudrons minéraux"
"270820","Type 5","27","08","20","Pitch coke; obtained from coal tar or from other mineral tars","Brai de coke ; obtenu à partir de goudron de houille ou d'autres goudrons minéraux"
"270900","Type 5","27","09","00","Oils; petroleum oils and oils obtained from bituminous minerals, crude","Huiles ; huiles de pétrole et huiles obtenues à partir de minéraux bitumineux, brut"
"271000","Type 5","27","10","00","Oils; petroleum oils and oils obtained from bituminous minerals, not crude; preparations n.e.s., containing by weight 70% or more of petroleum oils or oils obtained from bituminous minerals","Huiles ; huiles de pétrole et huiles obtenues à partir de minéraux bitumineux, non brutes ; préparations n.c.a., contenant en poids 70 % ou plus d'huiles de pétrole ou d'huiles obtenues à partir de minéraux bitumineux"
"271011","Type 5","27","10","11","Aviation spirit **LEGACY NON-WCO CODE**","L'esprit de l'aviation **LEGACY NON-WCO CODE**"
"271012","Type 5","27","10","12","Petroleum spirit for motor vehicles **LEGACY NON-WCO CODE**","Essence de pétrole pour véhicules à moteur **LEGACY NON-WCO CODE**"
"271013","Type 5","27","10","13","Petroleum spirit except aviation or motor fuel **LEGACY NON-WCO CODE**","Essence de pétrole à l'exception des carburants d'aviation ou de moteur **LEGACY NON-WCO CODE**"
"271014","Type 5","27","10","14","Petroleum spirit-type fuel **LEGACY NON-WCO CODE**","Carburant de type essence de pétrole **LEGACY NON-WCO CODE**"
"271015","Type 5","27","10","15","White spirit **LEGACY NON-WCO CODE**","White spirit **LEGACY NON-WCO CODE**"
"271016","Type 5","27","10","16","Petroleum naphtha **LEGACY NON-WCO CODE**","Naphta de pétrole **LEGACY NON-WCO CODE**"
"271019","Type 5","27","10","19","Light petroleum distillates nes **LEGACY NON-WCO CODE**","Distillats légers de pétrole nda **LEGACY NON-WCO CODE**"
"271021","Type 5","27","10","21","Kerosene jet fuel **LEGACY NON-WCO CODE**","Kérosène carburéacteur **LEGACY NON-WCO CODE**"
"271022","Type 5","27","10","22","Kerosene, for furnaces **LEGACY NON-WCO CODE**","Kérosène, pour les fours **LEGACY NON-WCO CODE**"
"271025","Type 5","27","10","25","Kerosene lamp oil, motor kerosene, light diesel, etc **LEGACY NON-WCO CODE**","Huile à lampe au kérosène, kérosène à moteur, diesel léger, etc. **CODE HÉRITAGE NON-OMD**"
"271026","Type 5","27","10","26","Gas oils - bunker oil, No.1 furnace, motor diesel **LEGACY NON-WCO CODE**","Gazoles - fioul de soute, chaudière n°1, moteur diesel **LEGACY NON-WCO CODE**"
"271027","Type 5","27","10","27","Diesel oils- No.2 furnace, marine diesel **LEGACY NON-WCO CODE**","Huiles diesel - Fournaise n°2, diesel marin **LEGACY NON-WCO CODE**"
"271029","Type 5","27","10","29","Fuel oils nes, heavy distillates **LEGACY NON-WCO CODE**","Fiouls nda, distillats lourds **LEGACY NON-WCO CODE**"
"271091","Type 5","27","10","91","Heavy furnace oil (heating or motor fuel) <1% sulphur **LEGACY NON-WCO CODE**","Mazout lourd (chauffage ou carburant) <1 % de soufre **LEGACY NON-WCO CODE**"
"271093","Type 5","27","10","93","Heavy furnace oil nes **LEGACY NON-WCO CODE**","Mazout lourd nda **LEGACY NON-WCO CODE**"
"271094","Type 5","27","10","94","Petroleum oil used in road building **LEGACY NON-WCO CODE**","Huile de pétrole utilisée dans la construction de routes **LEGACY NON-WCO CODE**"
"271095","Type 5","27","10","95","Petroleum lubricating oils **LEGACY NON-WCO CODE**","Huiles lubrifiantes pétrolières **LEGACY NON-WCO CODE**"
"271096","Type 5","27","10","96","Petroleum lubricating greases **LEGACY NON-WCO CODE**","Graisses lubrifiantes pétrolières **LEGACY NON-WCO CODE**"
"271099","Type 5","27","10","99","Petroleum oils and products nes **LEGACY NON-WCO CODE**","Huiles et produits pétroliers nda **LEGACY NON-WCO CODE**"
"271111","Type 5","27","11","11","Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas","Gaz de pétrole et autres hydrocarbures gazeux  ; gaz naturel liquéfié"
"271112","Type 5","27","11","12","Petroleum gases and other gaseous hydrocarbons; liquefied, propane","Gaz de pétrole et autres hydrocarbures gazeux  ; liquéfié, propane"
"271113","Type 5","27","11","13","Petroleum gases and other gaseous hydrocarbons; liquefied, butanes","Gaz de pétrole et autres hydrocarbures gazeux  ; butanes liquéfiés"
"271114","Type 5","27","11","14","Petroleum gases and other gaseous hydrocarbons; liquefied, ethylene, propylene, butylene and butadiene","Gaz de pétrole et autres hydrocarbures gazeux  ; liquéfié, éthylène, propylène, butylène et butadiène"
"271119","Type 5","27","11","19","Petroleum gases and other gaseous hydrocarbons; liquefied, n.e.s. in heading no. 2711","Gaz de pétrole et autres hydrocarbures gazeux  ; liquéfié, n.d.a. dans la rubrique no. 2711"
"271121","Type 5","27","11","21","Petroleum gases and other gaseous hydrocarbons; in gaseous state, natural gas","Gaz de pétrole et autres hydrocarbures gazeux  ; à l'état gazeux, gaz naturel"
"271129","Type 5","27","11","29","Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas","Gaz de pétrole et autres hydrocarbures gazeux  ; à l'état gazeux, autre que le gaz naturel"
"271210","Type 5","27","12","10","Petroleum jelly","Vaseline"
"271220","Type 5","27","12","20","Paraffin wax; containing by weight less than 0.75% of oil, obtained by synthesis or by other processes, whether or not coloured","Paraffine ; contenant en poids moins de 0,75 % d'huile, obtenue par synthèse ou par d'autres procédés, même colorée"
"271290","Type 5","27","12","90","Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured","Paraffine ; contenant en poids 0,75 % ou plus d'huile, obtenue par synthèse ou par d'autres procédés, même colorée"
"271311","Type 5","27","13","11","Petroleum coke; (not calcined), obtained from bituminous minerals","Coke de pétrole ; (non calciné), obtenu à partir de minéraux bitumineux"
"271312","Type 5","27","13","12","Petroleum coke; calcined, obtained from bituminous minerals","Coke de pétrole ; calciné, obtenu à partir de minéraux bitumineux"
"271320","Type 5","27","13","20","Petroleum bitumen; obtained from bituminous minerals","Bitume de pétrole ; obtenu à partir de minéraux bitumineux"
"271390","Type 5","27","13","90","Residues; of petroleum oils or of oils obtained from bituminous minerals","Résidus  ; d'huiles de pétrole ou d'huiles obtenues à partir de minéraux bitumineux"
"271410","Type 5","27","14","10","Bituminous or oil shale and tar sands","Schiste bitumineux ou bitumineux et sables bitumineux"
"271490","Type 5","27","14","90","Bitumen and asphalt, natural; asphaltites and asphaltic rock","Bitume et asphalte naturels ; asphaltites et roche asphaltique"
"271500","Type 5","27","15","00","Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (eg bituminous mastics, cut-backs)","Mélanges bitumineux à base d'asphalte naturel, de bitume naturel, de bitume de pétrole, de goudron minéral ou de brai de goudron minéral (ex. mastics bitumineux, cut-backs)"
"271600","Type 5","27","16","00","Electrical energy","Énergie électrique"
"280110","Type 6","28","01","10","Chlorine","Chlore"
"280120","Type 6","28","01","20","Iodine","Iode"
"280130","Type 6","28","01","30","Fluorine; bromine","Fluor ; brome"
"280200","Type 6","28","02","00","Sulphur; sublimed or precipitated, colloidal sulphur","Soufre ; sublimé ou précipité, soufre colloïdal"
"280300","Type 6","28","03","00","Carbon; carbon blacks and other forms of carbon n.e.s.","Carbone ; noirs de carbone et autres formes de carbone n.d.a."
"280410","Type 6","28","04","10","Hydrogen","Hydrogène"
"280421","Type 6","28","04","21","Gases, rare; argon","Gaz rares ; argon"
"280429","Type 6","28","04","29","Gases, rare; other than argon","Gaz rares ; autre que l'argon"
"280430","Type 6","28","04","30","Nitrogen","Azote"
"280440","Type 6","28","04","40","Oxygen","Oxygène"
"280450","Type 6","28","04","50","Boron; tellurium","Bore ; tellure"
"280461","Type 6","28","04","61","Silicon; containing by weight not less than 99.99% of silicon","Silicium ; contenant en poids au moins 99,99 % de silicium"
"280469","Type 6","28","04","69","Silicon; containing by weight less than 99.99% of silicon","Silicium ; contenant en poids moins de 99,99 % de silicium"
"280470","Type 6","28","04","70","Phosphorus","Phosphore"
"280480","Type 6","28","04","80","Arsenic","Arsenic"
"280490","Type 6","28","04","90","Selenium","Sélénium"
"280511","Type 6","28","05","11","Alkali metals; sodium","Métaux alcalins  ; sodium"
"280519","Type 6","28","05","19","Alkali metals; other than sodium","Métaux alcalins  ; autre que le sodium"
"280521","Type 6","28","05","21","Alkaline-earth metals; calcium","Métaux alcalino-terreux ; calcium"
"280522","Type 6","28","05","22","Alkaline-earth metals; strontium and barium","Métaux alcalino-terreux ; strontium et baryum"
"280530","Type 6","28","05","30","Earth-metals, rare; scandium and yttrium, whether or not intermixed or interalloyed","Terre-métaux rares ; scandium et yttrium, même mélangés ou alliés entre eux"
"280540","Type 6","28","05","40","Mercury","Mercure"
"280610","Type 6","28","06","10","Hydrogen chloride (hydrochloric acid)","Chlorure d'hydrogène (acide chlorhydrique)"
"280620","Type 6","28","06","20","Chlorosulphuric acid","Acide chlorosulfurique"
"280700","Type 6","28","07","00","Sulphuric acid; oleum","Acide sulfurique ; oléum"
"280800","Type 6","28","08","00","Nitric acid; sulphonitric acids","Acide nitrique ; acides sulfonitriques"
"280910","Type 6","28","09","10","Diphosphorus pentoxide","Pentoxyde de diphosphore"
"280920","Type 6","28","09","20","Phosphoric acid and polyphosphoric acids","Acide phosphorique et acides polyphosphoriques"
"281000","Type 6","28","10","00","Oxides of boron; boric acids","Oxydes de bore ; acides boriques"
"281111","Type 6","28","11","11","Hydrogen fluoride (hydrofluoric acid)","Fluorure d'hydrogène (acide fluorhydrique)"
"281119","Type 6","28","11","19","Inorganic acids; other than hydrogen fluoride","Acides inorganiques ; autre que le fluorure d'hydrogène"
"281121","Type 6","28","11","21","Carbon dioxide","Gaz carbonique"
"281122","Type 6","28","11","22","Silicon dioxide","Dioxyde de silicone"
"281123","Type 6","28","11","23","Sulphur dioxide","Le dioxyde de soufre"
"281129","Type 6","28","11","29","Inorganic oxygen compounds; of non-metals, n.e.s. in item no. 2811.2","Composés oxygénés inorganiques ; de non-métaux, n.d.a. dans l'article no. 2811.2"
"281210","Type 6","28","12","10","Chlorides and chloride oxides","Chlorures et oxydes de chlorure"
"281290","Type 6","28","12","90","Halides and halide oxides of non-metals; excluding chloride","Halogénures et oxydes d'halogénures de non-métaux ; hors chlorure"
"281310","Type 6","28","13","10","Carbon disulphide","Disulfure de carbone"
"281390","Type 6","28","13","90","Sulphides of non-metals, (excluding carbon); commercial phosphorus trisulphide","Sulfures non métalliques (à l'exclusion du carbone) ; trisulfure de phosphore commercial"
"281410","Type 6","28","14","10","Ammonia; anhydrous","Ammoniac ; anhydre"
"281420","Type 6","28","14","20","Ammonia; in aqueous solution","Ammoniac ; en solution aqueuse"
"281511","Type 6","28","15","11","Sodium hydroxide (caustic soda); solid","Hydroxyde de sodium (soude caustique) ; solide"
"281512","Type 6","28","15","12","Sodium hydroxide (caustic soda); in aqueous solution (soda lye or liquid soda)","Hydroxyde de sodium (soude caustique) ; en solution aqueuse (lessive de soude ou soude liquide)"
"281520","Type 6","28","15","20","Potassium hydroxide (caustic potash)","Hydroxyde de potassium (potasse caustique)"
"281530","Type 6","28","15","30","Peroxides of sodium or potassium","Peroxydes de sodium ou de potassium"
"281610","Type 6","28","16","10","Hydroxide and peroxide of magnesium","Hydroxyde et peroxyde de magnésium"
"281620","Type 6","28","16","20","Oxide, hydroxide and peroxide of strontium","Oxyde, hydroxyde et peroxyde de strontium"
"281630","Type 6","28","16","30","Oxide, hydroxide and peroxide of barium","Oxyde, hydroxyde et peroxyde de baryum"
"281700","Type 6","28","17","00","Zinc; oxide and peroxide","Zinc ; oxyde et peroxyde"
"281810","Type 6","28","18","10","Aluminium oxide; artificial corundum","Oxyde d'aluminium ; corindon artificiel"
"281820","Type 6","28","18","20","Aluminium oxide; other than artificial corundum","Oxyde d'aluminium ; autre que le corindon artificiel"
"281830","Type 6","28","18","30","Aluminium hydroxide","Hydroxyde d'aluminium"
"281910","Type 6","28","19","10","Chromium trioxide","Trioxyde de chrome"
"281990","Type 6","28","19","90","Chromium oxides and hydroxides; excluding chromium trioxide","Oxydes et hydroxydes de chrome ; hors trioxyde de chrome"
"282010","Type 6","28","20","10","Manganese dioxide","Dioxyde de manganèse"
"282090","Type 6","28","20","90","Manganese oxides; excluding manganese dioxide","Oxydes de manganèse ; hors dioxyde de manganèse"
"282110","Type 6","28","21","10","Iron oxides and hydroxides","Oxydes et hydroxydes de fer"
"282120","Type 6","28","21","20","Earth colours; containing 70% or more by weight of combined iron evaluated as Fe2o3","Couleurs terre  ; contenant 70 % ou plus en poids de fer combiné évalué en Fe2o3"
"282200","Type 6","28","22","00","Cobalt oxides and hydroxides; commercial cobalt oxides","Oxydes et hydroxydes de cobalt ; oxydes de cobalt commerciaux"
"282300","Type 6","28","23","00","Titanium oxides","Oxydes de titane"
"282410","Type 6","28","24","10","Lead; lead monoxide (litharge, massicot)","Mener ; monoxyde de plomb (litharge, massicot)"
"282420","Type 6","28","24","20","Lead; red and orange","Mener ; rouge et orange"
"282490","Type 6","28","24","90","Lead oxides; n.e.s. in heading no. 2824","Oxydes de plomb ; n.c.a. dans la rubrique no. 2824"
"282510","Type 6","28","25","10","Hydrazine and hydroxylamine and their inorganic salts","Hydrazine et hydroxylamine et leurs sels inorganiques"
"282520","Type 6","28","25","20","Lithium oxide and hydroxide","Oxyde et hydroxyde de lithium"
"282530","Type 6","28","25","30","Vanadium oxides and hydroxides","Oxydes et hydroxydes de vanadium"
"282540","Type 6","28","25","40","Nickel oxides and hydroxides","Oxydes et hydroxydes de nickel"
"282550","Type 6","28","25","50","Copper oxides and hydroxides","Oxydes et hydroxydes de cuivre"
"282560","Type 6","28","25","60","Germanium oxides and zirconium dioxide","Oxydes de germanium et dioxyde de zirconium"
"282570","Type 6","28","25","70","Molybdenum oxides and hydroxides","Oxydes et hydroxydes de molybdène"
"282580","Type 6","28","25","80","Antimony oxides","Oxydes d'antimoine"
"282590","Type 6","28","25","90","Inorganic bases, metal oxides, hydroxides and peroxides; n.e.s. in heading no. 2825","Bases inorganiques, oxydes métalliques, hydroxydes et peroxydes ; n.c.a. dans la rubrique no. 2825"
"282611","Type 6","28","26","11","Fluorides; of ammonium or of sodium","Fluorures ; d'ammonium ou de sodium"
"282612","Type 6","28","26","12","Fluorides; of aluminium","Fluorures ; d'aluminium"
"282619","Type 6","28","26","19","Fluorides; other than of ammonium or sodium or aluminium","Fluorures ; autre que d'ammonium ou de sodium ou d'aluminium"
"282620","Type 6","28","26","20","Fluorosilicates of sodium or of potassium","Fluorosilicates de sodium ou de potassium"
"282630","Type 6","28","26","30","Sodium hexafluoroaluminate (synthetic cryolite)","Hexafluoroaluminate de sodium (cryolite synthétique)"
"282690","Type 6","28","26","90","Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts, n.e.s. in heading no. 2826","Fluorures ; fluorosilicates, fluoroaluminates et autres sels complexes de fluor, n.d.a. dans la rubrique no. 2826"
"282710","Type 6","28","27","10","Chlorides; of ammonium","Chlorures ; d'ammonium"
