"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"340319","Type 6","34","03","19","Lubricating preparations; (other than for the treatment of textile and similar materials), containing less than 70% (by weight) of petroleum oils or oils obtained from bituminous minerals","Contenant des huiles de pétrole ou de minéraux bitumineux : Autres"
"340391","Type 6","34","03","91","Lubricating preparations; for the treatment of textile and similar materials (leather, furskins etc), (not containing petroleum oils or oils obtained from bituminous minerals)","Autres : Préparations pour le traitement des matières textiles, du cuir, des pelleteries ou d'autres matières"
"340399","Type 6","34","03","99","Lubricating preparations; other than for the treatment of textile and similar materials, not containing petroleum oils or oils obtained from bituminous minerals","Autres : Autres"
"340410","Type 6","34","04","10","Waxes; artificial and prepared, of chemically modified lignite","De lignite modifié chimiquement"
"340420","Type 6","34","04","20","Waxes; artificial and prepared, of poly(oxyethylene) (polyethylene glycol)","De poly(oxyéthylène) (polyéthylène glycol)"
"340490","Type 6","34","04","90","Waxes; artificial and prepared, other than of chemically modified lignite or polyethylene glycol","Autres"
"340510","Type 6","34","05","10","Polishes, creams and similar preparations; for footwear or leather, excluding waxes of heading no. 3404","Cirages, crèmes et préparations similaires pour chaussures ou pour cuir"
"340520","Type 6","34","05","20","Polishes, creams and similar preparations; for the maintenance of wooden furniture, floors or other woodwork, excluding waxes of heading no. 3404","Encaustiques et préparations similaires pour l'entretien des meubles en bois, des parquets ou d'autres boiseries"
"340530","Type 6","34","05","30","Polishes, creams and similar preparations; for coachwork, other than metal polishes, excluding waxes of heading no. 3404","Brillants et préparations similaires pour carrosseries, autres que les brillants pour métaux"
"340540","Type 6","34","05","40","Scouring pastes and powders and other scouring preparations; (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics, cellular rubber, impregnated, coated or covered)","Pâtes, poudres et autres préparations à récurer"
"340590","Type 6","34","05","90","Polishes, creams and similar preparations; n.e.s. in heading no. 3405, excluding waxes of heading no. 3404","Autres"
"340600","Type 6","34","06","00","Candles, tapers and the like","Bougies, chandelles, cierges et articles similaires"
"340700","Type 6","34","07","00","Modelling pastes; preparations known as dental wax, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms, other preparations for use in dentistry","Pâtes à modeler, y compris celles présentées pour l'amusement des enfants ; compositions dites ""cires pour l'art dentaire"" présentées en assortiments, dans des emballages de vente au détail ou en plaquettes, fers à cheval, bâtonnets ou sous des formes similaires ; autres compositions pour l'art dentaire, à base de plâtre"
"350110","Type 6","35","01","10","Casein","Caséines"
"350190","Type 6","35","01","90","Caseinates and other casein derivatives; casein glues","Autres"
"350211","Type 6","35","02","11","Albumins; egg albumin, dried","Ovalbumine : Séchée"
"350219","Type 6","35","02","19","Albumins; egg albumin, not dried","Ovalbumine : Autre"
"350220","Type 6","35","02","20","Albumins; milk albumin, including concentrates of two or more whey proteins","Lactalbumine, y compris les concentrés de deux ou plusieurs protéines de lactosérum"
"350290","Type 6","35","02","90","Albumins, albuminates and other albumin derivatives; (other than egg or milk albumin, including concentrates of two or more whey proteins)","Autres"
"350300","Type 6","35","03","00","Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading no. 3501","Gélatines (y compris celles présentées en feuilles de forme carrée ou rectangulaire, même ouvrées en surface ou colorées) et leurs dérivés ; ichtyocolle ; autres colles d'origine animale, à l'exclusion des colles de caséine du n°3501"
"350400","Type 6","35","04","00","Peptones and their derivatives; other protein substances and their derivatives n.e.s. or included, hide powder, whether or not chromed","Peptones et leurs dérivés ; autres matières protéiques et leurs dérivés, non dénommés ni compris ailleurs ; poudre de peau, traitée ou non au chrome"
"350510","Type 6","35","05","10","Dextrins and other modified starches","Dextrine et autres amidons et fécules modifiés"
"350520","Type 6","35","05","20","Glues; based on starches, or on dextrins or other modified starches","Colles"
"350610","Type 6","35","06","10","Glues or adhesives; prepared, products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1kg","Produits de toute espèce à usage de colles ou d'adhésifs, conditionnés pour la vente au détail comme colles ou adhésifs, d'un poids net n'excédant pas 1 kg"
"350691","Type 6","35","06","91","Adhesives;prepared, based on polymers of heading 3901 to 3913 or on rubber","Autres : Adhésifs à base de polymères des n°3901 à 3913 ou de caoutchouc"
"350699","Type 6","35","06","99","Glues and other adhesives; prepared, n.e.s. in heading no. 3506, not exceeding a net weight of 1kg","Autres : Autres"
"350710","Type 6","35","07","10","Enzymes; rennet and concentrates thereof","Présure et ses concentrats"
"350790","Type 6","35","07","90","Enzymes and prepared enzymes; other than rennet and concentrates thereof","Autres"
"360100","Type 6","36","01","00","Explosives; propellent powders","Poudres propulsives"
"360200","Type 6","36","02","00","Explosives, prepared; other than propellent powders","Explosifs préparés, autres que les poudres propulsives"
"360300","Type 6","36","03","00","Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators","Mèches de sûreté ; cordeaux détonants ; amorces et capsules fulminantes ; allumeurs ; détonateurs électriques"
"360410","Type 6","36","04","10","Pyrotechnic products; fireworks","Articles pour feux d'artifice"
"360490","Type 6","36","04","90","Pyrotechnic products; signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks)","Autres"
"360500","Type 6","36","05","00","Matches; other than pyrotechnic articles of heading no. 3604","Allumettes, autres que les articles de pyrotechnie du n°3604"
"360610","Type 6","36","06","10","Fuels; liquid or liquefied-gas, in containers, of a kind used for filling or refilling cigarette or similar lighters, (of a capacity not exceeding 300cm3)","Combustibles liquides et gaz combustibles liquéfiés en récipients des types utilisés pour alimenter ou recharger les briquets ou les allumeurs et d'une capacité n'excédant pas 300 cm3"
"360690","Type 6","36","06","90","Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials n.e.s. in chapter 36","Autres"
"370110","Type 6","37","01","10","Photographic plates and film; for x-ray, in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles","Pour rayons X"
"370120","Type 6","37","01","20","Photographic plates and film; instant print film, in the flat, sensitised, unexposed, whether or not in packs","Films à développement et tirage instantanés"
"370130","Type 6","37","01","30","Photographic plates and film; in the flat, sensitised, unexposed, with any side exceeding 225mm, of any materials other than paper, paperboard or textiles","Autres plaques et films dont la dimension d'au moins un côté excède 255 mm"
"370191","Type 6","37","01","91","Photographic plates and film; for colour photography (polychrome), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles","Autres : Pour la photographie en couleurs (polychrome)"
"370199","Type 6","37","01","99","Photographic plates and film; (for other than colour photography), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles","Autres : Autres"
"370210","Type 6","37","02","10","Photographic film; for x-rays, in rolls, sensitised and unexposed","Pour rayons X"
"370220","Type 6","37","02","20","Photographic film; instant print film, in rolls, sensitised and unexposed","Pellicules à développement et tirage instantanés"
"370231","Type 6","37","02","31","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm","Autres pellicules, non perforées, d'une largeur n'excédant pas 105 mm : Pour la photographie en couleurs (polychrome)"
"370232","Type 6","37","02","32","Photographic film; in rolls, with silver halide emulsion, sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm","Autres pellicules, non perforées, d'une largeur n'excédant pas 105 mm : Autres, comportant une émulsion aux halogénures d'argent"
"370239","Type 6","37","02","39","Photographic film; in rolls, (other than with silver halide emulsion and for colour photography), sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm","Autres pellicules, non perforées, d'une largeur n'excédant pas 105 mm : Autres"
"370241","Type 6","37","02","41","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length exceeding 200m","Autres pellicules, non perforées, d'une largeur excédant 105 mm : D'une largeur excédant 610 mm et d'une longueur excédant 200 m, pour la photographie en couleurs (polychrome)"
"370242","Type 6","37","02","42","Photographic film; in rolls, (other than for colour photography), sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length exceeding 200m","Autres pellicules, non perforées, d'une largeur excédant 105 mm : D'une largeur excédant 610 mm et d'une longueur excédant 200 m, autres que pour la photographie en couleurs"
"370243","Type 6","37","02","43","Photographic film; in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length not exceeding 200m","Autres pellicules, non perforées, d'une largeur excédant 105 mm : D'une largeur excédant 610 mm et d'une longueur n'excédant pas 200 m"
"370244","Type 6","37","02","44","Photographic film; in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 105mm but not exceeding 610mm","Autres pellicules, non perforées, d'une largeur excédant 105 mm : D'une largeur excédant 105 mm mais n'excédant pas 610 mm"
"370251","Type 6","37","02","51","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width not exceeding 16mm and of a length not exceeding 14m","Autres pellicules, pour la photographie en couleurs (polychrome) : D'une largeur n'excédant pas 16 mm et d'une longueur n'excédant pas 14 m"
"370252","Type 6","37","02","52","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width not exceeding 16mm and of a length exceeding 14m","Autres pellicules, pour la photographie en couleurs (polychrome) : D'une largeur n'excédant pas 16 mm et d'une longueur excédant 14 m"
"370253","Type 6","37","02","53","Photographic film; for colour photography (polychrome) slides, in rolls, sensitised, unexposed, of a width exceeding 16mm but not exceeding 35mm and of a length not exceeding 30m","Autres pellicules, pour la photographie en couleurs (polychrome) : D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m, pour diapositives"
"370254","Type 6","37","02","54","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length not exceeding 30m, excluding film for slides","Autres pellicules, pour la photographie en couleurs (polychrome) : D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m, autres que pour diapositives"
"370255","Type 6","37","02","55","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length exceeding 30m","Autres pellicules, pour la photographie en couleurs (polychrome) : D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur excédant 30 m"
"370256","Type 6","37","02","56","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 35mm","Autres pellicules, pour la photographie en couleurs (polychrome) : D'une largeur excédant 35 mm"
"370291","Type 6","37","02","91","Photographic film; in rolls, (for other than colour photography), of a width not exceeding 16mm","Autres : D'une largeur n'excédant pas 16 mm"
"370293","Type 6","37","02","93","Photographic film; in rolls, (for other than colour film), sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length not exceeding 30m","Autres : D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur n'excédant pas 30 m"
"370294","Type 6","37","02","94","Photographic film; in rolls, (for other than colour photography), sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length exceeding 30m","Autres : D'une largeur excédant 16 mm mais n'excédant pas 35 mm et d'une longueur excédant 30 m"
"370295","Type 6","37","02","95","Photographic film; in rolls, (for other than colour photography), sensitised, unexposed, of a width exceeding 35mm","Autres : D'une largeur excédant 35 mm"
"370310","Type 6","37","03","10","Photographic paper, paperboard and textiles; in rolls, sensitised, unexposed, of a width exceeding 610mm","En rouleaux, d'une largeur excédant 610 mm"
"370320","Type 6","37","03","20","Photographic paper, paperboard and textiles; for colour photography (polychrome), (other than in rolls of a width exceeding 610mm), sensitised, unexposed","Autres, pour la photographie en couleurs (polychrome)"
"370390","Type 6","37","03","90","Photographic paper, paperboard and textiles; (for other than colour photography, other than in rolls of a width exceeding 610mm), sensitised, unexposed","Autres"
"370400","Type 6","37","04","00","Photographic plates, film, paper, paperboard and textiles; exposed but not developed","Plaques, pellicules, films, papiers, cartons et textiles, photographiques, impressionnés mais non développés"
"370510","Type 6","37","05","10","Photographic plates and film; for offset reproduction, exposed and developed","Pour la reproduction offset"
"370520","Type 6","37","05","20","Photographic plates and film; microfilms, exposed and developed","Microfilms"
"370590","Type 6","37","05","90","Photographic plates and film; exposed and developed, (other than cinematographic film, microfilm or that for offset reproduction)","Autres"
"370610","Type 6","37","06","10","Cinematographic film; exposed and developed, whether or not incorporating sound track or consisting only of sound track, of a width of 35cm or more","D'une largeur de 35 mm ou plus"
"370690","Type 6","37","06","90","Cinematographic film; exposed and developed, whether or not incorporating a sound track or consisting only of sound track, of a width less than 35mm","Autres"
"370710","Type 6","37","07","10","Photographic goods; sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","Emulsions pour la sensibilisation des surfaces"
"370790","Type 6","37","07","90","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","Autres"
"380110","Type 6","38","01","10","Graphite; artificial","Graphite artificiel"
"380120","Type 6","38","01","20","Graphite; colloidal or semi-colloidal","Graphite colloïdal ou semi-colloïdal"
"380130","Type 6","38","01","30","Carbonaceous pastes; for electrodes and similar pastes for furnace linings","Pâtes carbonées pour électrodes et pâtes similaires pour le revêtement intérieur des fours"
"380190","Type 6","38","01","90","Graphite or other carbon based preparations; in the form of pastes, blocks, plates or other semi-manufactures","Autres"
"380210","Type 6","38","02","10","Carbon; activated","Charbons activés"
"380290","Type 6","38","02","90","Chemical products; activated natural mineral products, animal black, including spent animal black","Autres"
"380300","Type 6","38","03","00","Chemical products; tall oil, whether or not refined","Tall oil, même raffiné"
"380400","Type 6","38","04","00","Lyes, residual; from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates but excluding tall oil of heading no. 3803","Lessives résiduaires de la fabrication des pâtes de cellulose, même concentrées, désucrées ou traitées chimiquement, y compris les lignosulfonates, mais à l'exclusion du tall oil du n°3803"
"380510","Type 6","38","05","10","Terpenic oils; gum, wood or sulphate turpentine oils","Essences de térébenthine, de bois de pin ou de papeterie au sulfate"
"380520","Type 6","38","05","20","Terpenic oils; pine oil, containing alpha-terpineol as the main constituent","Huile de pin"
"380590","Type 6","38","05","90","Terpenic oils; produced by the treatment of coniferous woods, crude dipentene, sulphite turpentine and other crude para-cymene, n.e.s. in heading no. 3805","Autres"
"380610","Type 6","38","06","10","Rosin and resin acids","Colophanes et acides résiniques"
"380620","Type 6","38","06","20","Rosin and resin; salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts","Sels de colophanes, d'acides résiniques ou de dérivés de colophanes ou d'acides résiniques, autres que les sels des adducts de colophanes"
"380630","Type 6","38","06","30","Ester gums","Gommes esters"
"380690","Type 6","38","06","90","Rosin; spirit and oils, n.e.s. in heading no. 3806","Autres"
"380700","Type 6","38","07","00","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","Goudrons de bois ; huiles de goudron de bois ; créosote de bois ; méthylène ; poix végétales ; poix de brasserie et préparations similaires à base de colophanes, d'acides résiniques ou de poix végétales"
"380810","Type 6","38","08","10","Insecticides; put up in forms or packings for retail sale or as preparations or articles","Insecticides"
"380820","Type 6","38","08","20","Fungicides; put up in forms or packings for retail sale or as preparations or articles","Fongicides"
"380830","Type 6","38","08","30","Herbicides, anti-sprouting products and plant-growth regulators; put up in forms or packings for retail sale or as preparations or articles","Herbicides, inhibiteurs de germination et régulateurs de croissance pour plantes"
"380840","Type 6","38","08","40","Disinfectants and similar products; in forms, packings or articles for retail sale","Désinfectants"
"380890","Type 6","38","08","90","Rodenticides and similar products; n.e.s. in heading no. 3808, in forms, packings or articles for retail sale","Autres"
"380910","Type 6","38","09","10","Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in textile, paper, leather etc industries, with basis of amylaceous substances, n.e.s.","A base de matières amylacées"
"380991","Type 6","38","09","91","Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the textile industry (excluding those with a basis of amylaceous substances)","Autres : Des types utilisés dans l'industrie textile ou dans les industries similaires"
"380992","Type 6","38","09","92","Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the paper industry (excluding those with a basis of amylaceous substances)","Autres : Des types utilisés dans l'industrie du papier ou dans les industries similaires"
"380993","Type 6","38","09","93","Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the leather or like (excluding paper and textile) industries, (excluding those with a basis of amylaceous substances)","Autres : Des types utilisés dans l'industrie du cuir ou dans les industries similaires"
"381010","Type 6","38","10","10","Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials","Préparations pour le décapage des métaux ; pâtes et poudres à souder ou à braser composées de métal et d'autres produits"
"381090","Type 6","38","10","90","Fluxes and other auxiliary preparations; for soldering, brazing or welding, or preparations used as cores or coatings for welding electrodes or rods","Autres"
"381111","Type 6","38","11","11","Anti-knock preparations; based on lead compounds","Préparations antidétonantes : A base de composés du plomb"
"381119","Type 6","38","11","19","Anti-knock preparations; other than those based on lead compounds","Préparations antidétonantes : Autres"
"381121","Type 6","38","11","21","Lubricating oil additives; containing petroleum oils or oils obtained from bituminous minerals","Additifs pour huiles lubrifiantes : Contenant des huiles de pétrole ou de minéraux bitumineux"
"381129","Type 6","38","11","29","Lubricating oil additives; not containing petroleum oils or oils obtained from bituminous minerals","Additifs pour huiles lubrifiantes : Autres"
"381190","Type 6","38","11","90","Oxidation and gum inhibitors, viscosity improvers, anti-corrosive preparations, other prepared additives for mineral oils or liquids used as mineral oils (including gasoline), n.e.s. in heading no. 3811","Autres"
"381210","Type 6","38","12","10","Rubber accelerators; prepared","Préparations dites « accélérateurs de vulcanisation »"
"381220","Type 6","38","12","20","Plasticisers, compound; for rubber or plastics","Plastifiants composites pour caoutchouc ou matières plastiques"
"381230","Type 6","38","12","30","Anti-oxidising preparations and other compound stabilisers; for rubber or plastics, n.e.s. or included","Préparations antioxydantes et autres stabilisateurs composites pour caoutchouc ou matières plastiques"
"381300","Type 6","38","13","00","Fire-extinguishers; preparations and charges and charged fire-extinguishing grenades","Compositions et charges pour appareils extincteurs ; grenades et bombes extinctrices"
"381400","Type 6","38","14","00","Solvents and thinners; organic composite solvents and thinners, n.e.s. or included, prepared paint or varnish removers","Solvants et diluants organiques composites, non dénommés ni compris ailleurs ; préparations conçues pour enlever les peintures ou les vernis"
"381511","Type 6","38","15","11","Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with nickel or nickel compounds as the active substance, n.e.s. or included","Catalyseurs supportés : Ayant comme substance active le nickel ou un composé de nickel"
"381512","Type 6","38","15","12","Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with precious metal or precious metal compounds as the active substance, n.e.s. or included","Catalyseurs supportés : Ayant comme substance active un métal précieux ou un composé de métal précieux"
"381519","Type 6","38","15","19","Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.s. or included","Catalyseurs supportés : Autres"
"381590","Type 6","38","15","90","Reaction initiators, reaction accelerators and catalytic preparations, unsupported, n.e.s. or included","Autres"
"381600","Type 6","38","16","00","Refractory cements, mortars, concretes and similar compositions; other than products of heading no. 3801","Ciments, mortiers, bétons et compositions similaires réfractaires, autres que les produits du n°3801"
"381700","Type 6","38","17","00","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading no. 2707 or 2902","Alkylbenzènes en mélanges et alkylnaphtalènes en mélanges, autres que ceux des n°2707 ou 2902"
"381800","Type 6","38","18","00","Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics","Eléments chimiques dopés en vue de leur utilisation en électronique, sous forme de disques, plaquettes ou formes analogues ; composés chimiques dopés en vue de leur utilisation en électronique"
"381900","Type 6","38","19","00","Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals","Liquides pour freins hydrauliques et autres liquides préparés pour transmissions hydrauliques, ne contenant pas d'huiles de pétrole ni de minéraux bitumineux ou en contenant moins de 70 % en poids"
"382000","Type 6","38","20","00","Anti-freezing preparations and prepared de-icing fluids","Préparations antigel et liquides préparés pour dégivrage"
"382100","Type 6","38","21","00","Culture media, prepared; for development of micro-organisms","Milieux de culture préparés pour le développement des micro-organismes"
"382200","Type 6","38","22","00","Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material","Réactifs de diagnostic ou de laboratoire sur tout support et réactifs de diagnostic ou de laboratoire préparés, même présentés sur un support, autres que ceux des n°3002 ou 3006 ; matériaux de référence certifiés"
"382311","Type 6","38","23","11","Industrial monocarboxylic fatty acids, acid oils from refining; stearic acid","Acides gras monocarboxyliques industriels ; huiles acides de raffinage : Acide stéarique"
"382312","Type 6","38","23","12","Industrial monocarboxylic fatty acids, acid oils from refining; oleic acid","Acides gras monocarboxyliques industriels ; huiles acides de raffinage : Acide oléique"
"382313","Type 6","38","23","13","Industrial monocarboxylic fatty acids, acid oils from refining; tall oil fatty acids","Acides gras monocarboxyliques industriels ; huiles acides de raffinage : Tall acides gras"
"382319","Type 6","38","23","19","Industrial monocarboxylic fatty acids; acid oils from refining; (other than stearic acid, oleic acid or tall oil fatty acids)","Acides gras monocarboxyliques industriels ; huiles acides de raffinage : Autres"
"382370","Type 6","38","23","70","Industrial fatty alcohols","Alcools gras industriels"
"382410","Type 6","38","24","10","Binders, prepared; for foundry moulds or cores","Liants préparés pour moules ou noyaux de fonderie"
"382420","Type 6","38","24","20","Acids; naphthenic acids, their water-insoluble salts and their esters","Acides naphténiques, leurs sels insolubles dans l'eau et leurs esters"
"382430","Type 6","38","24","30","Metal carbides, non-agglomerated; mixed together or with metallic binders","Carbures métalliques non agglomérés mélangés entre eux ou avec des liants métalliques"
"382440","Type 6","38","24","40","Cements, mortars or concretes; their prepared additives","Additifs préparés pour ciments, mortiers ou bétons"
"382450","Type 6","38","24","50","Mortars and concretes; non-refractory","Mortiers et bétons, non réfractaires"
"382460","Type 6","38","24","60","Sorbitol; other than that of subheading no. 2905.44","Sorbitol autre que celui du n°290544"
"382471","Type 6","38","24","71","Mixed gases; containing perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, containing acyclic hydrocarbons perhalogenated only with fluorine and chlorine","Mélanges contenant des dérivés perhalogénés d'hydrocarbures acycliques contenant au moins deux halogènes différents : Contenant des hydrocarbures acycliques perhalogénés uniquement avec du fluor et du chlore"
"382479","Type 6","38","24","79","Mixed gases; containing acyclic hydrocarbons, perhalogenated other than only with fluorine and chlorine","Mélanges contenant des dérivés perhalogénés d'hydrocarbures acycliques contenant au moins deux halogènes différents : Autres"
"382490","Type 6","38","24","90","Chemical products, preparations and residual products of the chemical or allied industries, n.e.s. or included in heading no. 3824","Autres"
"382510","Type 6","38","25","10","Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste","Déchets municipaux"
"382520","Type 6","38","25","20","Residual products of the chemical or allied industries, not elsewhere specified or included; sewage sludge","Boues d\[CloseCurlyQuote]épuration"
"382530","Type 6","38","25","30","Residual products of the chemical or allied industries, not elsewhere specified or included; clinical waste","Déchets cliniques"
"382541","Type 6","38","25","41","Residual products of the chemical or allied industries, not elsewhere specified or included; halogenated waste organic solvents","Déchets de solvants organiques : Hallogénés"
"382549","Type 6","38","25","49","Residual products of the chemical or allied industries, not elsewhere specified or included; waste organic solvents, other than halogenated","Déchets de solvants organiques : Autres"
"382550","Type 6","38","25","50","Residual products of chemical or allied industries, not elsewhere specified or included; wastes of metal pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids","Déchets de solutions (liqueurs) décapantes pour métaux, de liquides hydrauliques, de liquides pour freins et de liquides antigel"
"382561","Type 6","38","25","61","Residual products of the chemical or allied industries, not elsewhere specified or included; (other than sewage sludge, municipal waste or waste covered in 27.10); other wastes n.e.c. in 3825; those mainly containing organic constituents","Autres déchets des industries chimiques ou des industries connexes : Contenant principalement des constituants organiques"
"382569","Type 6","38","25","69","Residual products of the chemical or allied industries, not elsewhere specified or included; (other than sewage sludge, municipal waste or waste covered by 27.10); other wastes n.e.c. in 3825; except those mainly containing organic constituents","Autres déchets des industries chimiques ou des industries connexes : Autres"
"382590","Type 6","38","25","90","Residual products of the chemical or allied industries, not elsewhere specified or included; n.e.c. in 3825 or 27.10","Autres"
"390110","Type 7","39","01","10","Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94","Polyéthylène d'une densité inférieure à 0,94"
"390120","Type 7","39","01","20","Ethylene polymers; in primary forms, polyethylene having a specific gravity of 0.94 or more","Polyéthylène d'une densité égale ou supérieure à 0,94"
"390130","Type 7","39","01","30","Ethylene polymers; in primary forms, ethylene-vinyl acetate copolymers","Copolymères d'éthylène et d'acétate de vinyle"
"390190","Type 7","39","01","90","Ethylene polymers; in primary forms, n.e.s. in heading no. 3901","Autres"
"390210","Type 7","39","02","10","Propylene, other olefin polymers; polypropylene in primary forms","Polypropylène"
"390220","Type 7","39","02","20","Propylene, other olefin polymers; polyisobutylene in primary forms","Polyisobutylène"
"390230","Type 7","39","02","30","Propylene, other olefin polymers; propylene copolymers in primary forms","Copolymères de propylène"
"390290","Type 7","39","02","90","Propylene, other olefin polymers; n.e.s. in heading no. 3902, in primary forms","Autres"
"390311","Type 7","39","03","11","Styrene polymers; expansible polystyrene, in primary forms","Polystyrène : Expansible"
"390319","Type 7","39","03","19","Styrene polymers; (other than expansible polystyrene), in primary forms","Polystyrène : Autres"
"390320","Type 7","39","03","20","Styrene polymers; styrene-acrylonitrile (SAN) copolymers, in primary forms","Copolymères de styrène-acrylonitrile (SAN)"
"390330","Type 7","39","03","30","Styrene polymers; acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms","Copolymères d'acrylonitrile-butadiène-styrène (ABS)"
"390390","Type 7","39","03","90","Styrene polymers; in primary forms, n.e.s. in heading no. 3903","Autres"
"390410","Type 7","39","04","10","Vinyl chloride, other halogenated olefin polymers; poly(vinyl chloride), not mixed with any other substances, in primary forms","Poly(chlorure de vinyle), non mélangé à d'autres substances"
"390421","Type 7","39","04","21","Vinyl chloride, other halogenated olefin polymers; non-plasticised poly(vinyl chloride), in primary forms, mixed with other substances","Autre poly(chlorure de vinyle) : Non plastifié"
"390422","Type 7","39","04","22","Vinyl chloride, other halogenated olefin polymers; plasticised poly(vinyl chloride), in primary forms, mixed with other substances","Autre poly(chlorure de vinyle) : Plastifié"
"390430","Type 7","39","04","30","Vinyl chloride, other halogenated olefin polymers; vinyl chloride-vinyl acetate copolymers, in primary forms","Copolymères du chlorure de vinyle et d'acétate de vinyle"
"390440","Type 7","39","04","40","Vinyl chloride, other halogenated olefin polymers; vinyl chloride copolymers, in primary forms n.e.s. in heading no. 3904","Autres copolymères du chlorure de vinyle"
"390450","Type 7","39","04","50","Vinyl chloride, other halogenated olefin polymers; vinylidene chloride polymers, in primary forms","Polymères du chlorure de vinylidène"
"390461","Type 7","39","04","61","Halogenated olefin polymers; fluoro-polymers, polytetrafluoroethylene, in primary forms","Polymères fluorés : Polytétrafluoroéthylène"
"390469","Type 7","39","04","69","Halogenated olefin polymers; fluoro-polymers (other than polytetrafluoroethylene), in primary forms","Polymères fluorés : Autres"
"390490","Type 7","39","04","90","Vinyl chloride, other halogenated olefin polymers; n.e.s. in heading no. 3904","Autres"
"390512","Type 7","39","05","12","Poly(vinyl acetate); in aqueous dispersion, in primary forms","Poly(acétate de vinyle) : En dispersion aqueuse"
"390519","Type 7","39","05","19","Poly(vinyl acetate); (other than in aqueous dispersion), in primary forms","Poly(acétate de vinyle) : Autres"
"390521","Type 7","39","05","21","Vinyl acetate copolymers; in aqueous dispersion, in primary forms","Copolymères d'acétate de vinyle : En dispersion aqueuse"
