"Code 6-digit","Section Code","Part 2-digit","Part 4-digit","Part 6-digit","Product Name","Nom du produit"
"030559","Type 1","03","05","59","Dried fish, other than edible fish offal, whether or not salted but not smoked : Other","Poissons séchés, autres que les abats de poissons comestibles, même salés mais non fumés : Autres"
"030561","Type 1","03","05","61","Fish, salted but not dried or smoked and fish in brine, other than edible fish offal : Herrings (Clupea harengus, Clupea pallasii)","Poissons salés mais non séchés ni fumés et poissons en saumure, autres que les abats de poissons comestibles : Harengs (Clupea harengus, Clupea pallasii)"
"030562","Type 1","03","05","62","Fish, salted but not dried or smoked and fish in brine, other than edible fish offal : Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Poissons salés mais non séchés ni fumés et poissons en saumure, autres que les abats de poissons comestibles : Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
"030563","Type 1","03","05","63","Fish, salted but not dried or smoked and fish in brine, other than edible fish offal : Anchovies (Engraulis spp.)","Poissons salés mais non séchés ni fumés et poissons en saumure, autres que les abats de poissons comestibles : Anchois (Engraulis spp.)"
"030564","Type 1","03","05","64","Fish, salted but not dried or smoked and fish in brine, other than edible fish offal : Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","Poissons salés mais non séchés ni fumés et poissons en saumure, autres que les abats de poissons comestibles : Tilapias (Oreochromis spp.), siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpes (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilles (Anguilla spp.), perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.)"
"030569","Type 1","03","05","69","Fish, salted but not dried or smoked and fish in brine, other than edible fish offal : Other","Poissons salés mais non séchés ni fumés et poissons en saumure, autres que les abats de poissons comestibles : Autres"
"030571","Type 1","03","05","71","Fish fins, heads, tails, maws and other edible fish offal : Shark fins","Nageoires, têtes, queues, vessies natatoires et autres abats de poissons comestibles : Ailerons de requins"
"030572","Type 1","03","05","72","Fish fins, heads, tails, maws and other edible fish offal : Fish heads, tails and maws","Nageoires, têtes, queues, vessies natatoires et autres abats de poissons comestibles : Têtes, queues et vessies natatoires de poissons"
"030579","Type 1","03","05","79","Fish fins, heads, tails, maws and other edible fish offal : Other","Nageoires, têtes, queues, vessies natatoires et autres abats de poissons comestibles : Autres"
"030611","Type 1","03","06","11","Frozen : Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)","Congelés : Langoustes (Palinurus spp., Panulirus spp., Jasus spp.)"
"030612","Type 1","03","06","12","Frozen : Lobsters (Homarus spp.)","Congelés : Homards (Homarus spp.)"
"030614","Type 1","03","06","14","Frozen : Crabs","Congelés : Crabes"
"030615","Type 1","03","06","15","Frozen : Norway lobsters (Nephrops norvegicus)","Congelés : Langoustines (Nephrops norvegicus)"
"030616","Type 1","03","06","16","Frozen : Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)","Congelés : Crevettes d'eau froide (Pandalus spp., Crangon crangon)"
"030617","Type 1","03","06","17","Frozen : Other shrimps and prawns","Congelés : Autres crevettes"
"030619","Type 1","03","06","19","Frozen : Other","Congelés : Autres"
"030631","Type 1","03","06","31","Live, fresh or chilled : Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)","Vivants, frais ou réfrigérés : Langoustes (Palinurus spp., Panulirus spp., Jasus spp.)"
"030632","Type 1","03","06","32","Live, fresh or chilled : Lobsters (Homarus spp.)","Vivants, frais ou réfrigérés : Homards (Homarus spp.)"
"030633","Type 1","03","06","33","Live, fresh or chilled : Crabs","Vivants, frais ou réfrigérés : Crabes"
"030634","Type 1","03","06","34","Live, fresh or chilled : Norway lobsters (Nephrops norvegicus)","Vivants, frais ou réfrigérés : Langoustines (Nephrops norvegicus)"
"030635","Type 1","03","06","35","Live, fresh or chilled : Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)","Vivants, frais ou réfrigérés : Crevettes d'eau froide (Pandalus spp., Crangon crangon)"
"030636","Type 1","03","06","36","Live, fresh or chilled : Other shrimps and prawns","Vivants, frais ou réfrigérés : Autres crevettes"
"030639","Type 1","03","06","39","Live, fresh or chilled : Other","Vivants, frais ou réfrigérés : Autres"
"030691","Type 1","03","06","91","Other : Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)","Autres : Langoustes (Palinurus spp., Panulirus spp., Jasus spp.)"
"030692","Type 1","03","06","92","Other : Lobsters (Homarus spp.)","Autres : Homards (Homarus spp.)"
"030693","Type 1","03","06","93","Other : Crabs","Autres : Crabes"
"030694","Type 1","03","06","94","Other : Norway lobsters (Nephrops norvegicus)","Autres : Langoustines (Nephrops norvegicus)"
"030695","Type 1","03","06","95","Other : Shrimps and prawns","Autres : Crevettes"
"030699","Type 1","03","06","99","Other : Other","Autres : Autres"
"030711","Type 1","03","07","11","Oysters : Live, fresh or chilled","Huîtres : Vivantes, fraîches ou réfrigérées"
"030712","Type 1","03","07","12","Oysters : Frozen","Huîtres : Congelées"
"030719","Type 1","03","07","19","Oysters : Other","Huîtres : Autres"
"030721","Type 1","03","07","21","Scallops and other molluscs of the family Pectinidae : Live, fresh or chilled","Coquilles St Jacques et autres mollusques de la famille Pectinidae : Vivants, frais ou réfrigérés"
"030722","Type 1","03","07","22","Scallops and other molluscs of the family Pectinidae : Frozen","Coquilles St Jacques et autres mollusques de la famille Pectinidae : Congelés"
"030729","Type 1","03","07","29","Scallops and other molluscs of the family Pectinidae : Other","Coquilles St Jacques et autres mollusques de la famille Pectinidae : Autres"
"030731","Type 1","03","07","31","Mussels (Mytilus spp., Perna spp.) : Live, fresh or chilled","Moules (Mytilus spp., Perna spp.) : Vivantes, fraîches ou réfrigérées"
"030732","Type 1","03","07","32","Mussels (Mytilus spp., Perna spp.) : Frozen","Moules (Mytilus spp., Perna spp.) : Congelées"
"030739","Type 1","03","07","39","Mussels (Mytilus spp., Perna spp.) : Other","Moules (Mytilus spp., Perna spp.) : Autres"
"030742","Type 1","03","07","42","Cuttle fish and squid : Live, fresh or chilled","Seiches et sépioles ; calmars et encornets : Vivants, frais ou réfrigérés"
"030743","Type 1","03","07","43","Cuttle fish and squid : Frozen","Seiches et sépioles ; calmars et encornets : Congelés"
"030749","Type 1","03","07","49","Cuttle fish and squid : Other","Seiches et sépioles ; calmars et encornets : Autres"
"030751","Type 1","03","07","51","Octopus (Octopus spp.) : Live, fresh or chilled","Poulpes ou pieuvres (Octopus spp.) : Vivants, frais ou réfrigérés"
"030752","Type 1","03","07","52","Octopus (Octopus spp.) : Frozen","Poulpes ou pieuvres (Octopus spp.) : Congelés"
"030759","Type 1","03","07","59","Octopus (Octopus spp.) : Other","Poulpes ou pieuvres (Octopus spp.) : Autres"
"030760","Type 1","03","07","60","Snails, other than sea snails","Escargots autres que de mer"
"030771","Type 1","03","07","71","Clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae) : Live, fresh or chilled","Clams, coques et arches (familles Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae et Veneridae) : Vivants, frais ou réfrigérés"
"030772","Type 1","03","07","72","Clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae) : Frozen","Clams, coques et arches (familles Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae et Veneridae) : Congelés"
"030779","Type 1","03","07","79","Clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae) : Other","Clams, coques et arches (familles Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae et Veneridae) : Autres"
"030781","Type 1","03","07","81","Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) : Live, fresh or chilled abalone (Haliotis spp.)","Ormeaux (Haliotis spp.) et strombes (Strombus spp.) : Ormeaux (Haliotis spp.) vivants, frais ou réfrigérés"
"030782","Type 1","03","07","82","Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) : Live, fresh or chilled stromboid conchs (Strombus spp.)","Ormeaux (Haliotis spp.) et strombes (Strombus spp.) : Strombes (Strombus spp.) vivants, frais ou réfrigérés"
"030783","Type 1","03","07","83","Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) : Frozen abalone (Haliotis spp.)","Ormeaux (Haliotis spp.) et strombes (Strombus spp.) : Ormeaux (Haliotis spp.) congelés"
"030784","Type 1","03","07","84","Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) : Frozen stromboid conchs (Strombus spp.)","Ormeaux (Haliotis spp.) et strombes (Strombus spp.) : Strombes (Strombus spp.) congelés"
"030787","Type 1","03","07","87","Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) : Other abalone (Haliotis spp.)","Ormeaux (Haliotis spp.) et strombes (Strombus spp.) : Autres ormeaux (Haliotis spp.)"
"030788","Type 1","03","07","88","Abalone (Haliotis spp.) and stromboid conchs (Strombus spp.) : Other stromboid conchs (Strombus spp.)","Ormeaux (Haliotis spp.) et strombes (Strombus spp.) : Autres strombes (Strombus spp.)"
"030791","Type 1","03","07","91","Other : Live, fresh or chilled","Autres : Vivants, frais ou réfrigérés"
"030792","Type 1","03","07","92","Other : Frozen","Autres : Congelés"
"030799","Type 1","03","07","99","Other : Other","Autres : Autres"
"030811","Type 1","03","08","11","Sea cucumbers (Stichopus japonicus, Holothuroidea) : Live, fresh or chilled","Bêches-de-mer (Stichopus japonicus, Holothuroidea) : Vivantes, fraîches ou réfrigérées"
"030812","Type 1","03","08","12","Sea cucumbers (Stichopus japonicus, Holothuroidea) : Frozen","Bêches-de-mer (Stichopus japonicus, Holothuroidea) : Congelées"
"030819","Type 1","03","08","19","Sea cucumbers (Stichopus japonicus, Holothuroidea) : Other","Bêches-de-mer (Stichopus japonicus, Holothuroidea) : Autres"
"030821","Type 1","03","08","21","Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus) : Live, fresh or chilled","Oursins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus) : Vivants, frais ou réfrigérés"
"030822","Type 1","03","08","22","Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus) : Frozen","Oursins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus) : Congelés"
"030829","Type 1","03","08","29","Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus) : Other","Oursins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus) : Autres"
"030830","Type 1","03","08","30","Jellyfish (Rhopilema spp.)","Méduses (Rhopilema spp.)"
"030890","Type 1","03","08","90","Other","Autres"
"030910","Type 1","03","09","10","Of fish","De poisson"
"030990","Type 1","03","09","90","Other","Autres"
"040110","Type 1","04","01","10","Of a fat content, by weight, not exceeding 1 %","D'une teneur en poids de matières grasses n'excédant pas 1 %"
"040120","Type 1","04","01","20","Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","D'une teneur en poids de matières grasses excédant 1 % mais n'excédant pas 6 %"
"040140","Type 1","04","01","40","Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","D'une teneur en poids de matières grasses excédant 6 % mais n'excédant pas 10 %"
"040150","Type 1","04","01","50","Of a fat content, by weight, exceeding 10 %","D'une teneur en poids de matières grasses excédant 10 %"
"040210","Type 1","04","02","10","In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","En poudre, en granulés ou sous d'autres formes solides, d'une teneur en poids de matières grasses n'excédant pas 1,5 %"
"040221","Type 1","04","02","21","In powder, granules or other solid forms, of a fat content by weight exceeding 1.5 % : Not containing added sugar or other sweetening matter","En poudre, en granulés ou sous d'autres formes solides, d'une teneur en poids de matières grasses excédant 1,5 % : Sans addition de sucre ou d'autres édulcorants"
"040229","Type 1","04","02","29","In powder, granules or other solid forms, of a fat content by weight exceeding 1.5 % : Other","En poudre, en granulés ou sous d'autres formes solides, d'une teneur en poids de matières grasses excédant 1,5 % : Autres"
"040291","Type 1","04","02","91","Other : Not containing added sugar or other sweetening matter","Autres : Sans addition de sucre ou d'autres édulcorants"
"040299","Type 1","04","02","99","Other : Other","Autres : Autres"
"040320","Type 1","04","03","20","Yogurt","Yoghourt"
"040390","Type 1","04","03","90","Other","Autres"
"040410","Type 1","04","04","10","Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","Lactosérum, modifié ou non, même concentré ou additionné de sucre ou d'autres édulcorants"
"040490","Type 1","04","04","90","Other","Autres"
"040510","Type 1","04","05","10","Butter","Beurre"
"040520","Type 1","04","05","20","Dairy spreads","Pâtes à tartiner laitières"
"040590","Type 1","04","05","90","Other","Autres"
"040610","Type 1","04","06","10","Fresh (unripened or uncured) cheese, including whey cheese, and curd","Fromages frais (non affinés), y compris le fromage de lactosérum, et caillebotte"
"040620","Type 1","04","06","20","Grated or powdered cheese, of all kinds","Fromages râpés ou en poudre, de tous types"
"040630","Type 1","04","06","30","Processed cheese, not grated or powdered","Fromages fondus, autres que râpés ou en poudre"
"040640","Type 1","04","06","40","Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti","Fromages à pâte persillée et autres fromages présentant des marbrures obtenues en utilisant du Penicillium roqueforti"
"040690","Type 1","04","06","90","Other cheese","Autres fromages"
"040711","Type 1","04","07","11","Fertilised eggs for incubation : Of fowls of the species Gallus domesticus","OEufs fertilisés destinés à l'incubation : De volailles de l'espèce Gallus domesticus"
"040719","Type 1","04","07","19","Fertilised eggs for incubation : Other","OEufs fertilisés destinés à l'incubation : Autres"
"040721","Type 1","04","07","21","Other fresh eggs : Of fowls of the species Gallus domesticus","Autres oeufs frais : De volailles de l'espèce Gallus domesticus"
"040729","Type 1","04","07","29","Other fresh eggs : Other","Autres oeufs frais : Autres"
"040790","Type 1","04","07","90","Others","Autres"
"040811","Type 1","04","08","11","Egg yolks : Dried","Jaunes d'oeufs : Séchés"
"040819","Type 1","04","08","19","Egg yolks : Other","Jaunes d'oeufs : Autres"
"040891","Type 1","04","08","91","Other : Dried","Autres : Séchés"
"040899","Type 1","04","08","99","Other : Other","Autres : Autres"
"040900","Type 1","04","09","00","Natural honey","Miel naturel"
"041010","Type 1","04","10","10","Insects","Insectes"
"041090","Type 1","04","10","90","Other","Autres"
"050100","Type 1","05","01","00","Human hair, unworked, whether or not washed or scoured; waste of human hair","Cheveux bruts, même lavés ou dégraissés ; déchets de cheveux"
"050210","Type 1","05","02","10","Pigs', hogs' or boars' bristles and hair and waste thereof","Soies de porc ou de sanglier et déchets de ces soies"
"050290","Type 1","05","02","90","Other","Autres"
"050400","Type 1","05","04","00","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","Boyaux, vessies et estomacs d'animaux, entiers ou en morceaux, autres que ceux de poissons, à l'état frais, réfrigéré, congelé, salé ou en saumure, séché ou fumé"
"050510","Type 1","05","05","10","Feathers of a kind used for stuffing; down","Plumes des espèces utilisées pour le rembourrage ; duvet"
"050590","Type 1","05","05","90","Other","Autres"
"050610","Type 1","05","06","10","Ossein and bones treated with acid","Osséine et os acidulés"
"050690","Type 1","05","06","90","Other","Autres"
"050710","Type 1","05","07","10","Ivory; ivory powder and waste","Ivoire ; poudre et déchets d'ivoire"
"050790","Type 1","05","07","90","Other","Autres"
"050800","Type 1","05","08","00","Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof","Corail et matières similaires, bruts ou simplement préparés, mais non autrement travaillés ; coquilles et carapaces de mollusques, de crustacés ou d'échinodermes et os de seiches, bruts ou simplement préparés, mais non découpés en forme, leurs poudres et leurs déchets"
"051000","Type 1","05","10","00","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.","Ambre gris, castoréum, civette et musc ; cantharides ; bile, même séchée ; glandes et autres substances d'origine animale utilisées pour la préparation de produits pharmaceutiques, fraîches, réfrigérées, congelées ou autrement conservées de façon provisoire"
"051110","Type 1","05","11","10","Bovine semen","Sperme de taureaux"
"051191","Type 1","05","11","91","Other : Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3","Autres : Produits de poissons ou de crustacés, mollusques ou autres invertébrés aquatiques ; animaux morts du Chapitre 3"
"051199","Type 1","05","11","99","Other : Other","Autres : Autres"
"060110","Type 2","06","01","10","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant","Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en repos végétatif"
"060120","Type 2","06","01","20","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots","Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en végétation ou en fleur ; plants, plantes et racines de chicorée"
"060210","Type 2","06","02","10","Unrooted cuttings and slips","Boutures non racinées et greffons"
"060220","Type 2","06","02","20","Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts","Arbres, arbustes, arbrisseaux et buissons, à fruits comestibles, greffés ou non"
"060230","Type 2","06","02","30","Rhododendrons and azaleas, grafted or not","Rhododendrons et azalées, greffés ou non"
"060240","Type 2","06","02","40","Roses, grafted or not","Rosiers, greffés ou non"
"060290","Type 2","06","02","90","Other","Autres"
"060311","Type 2","06","03","11","Fresh : Roses","Frais : Roses"
"060312","Type 2","06","03","12","Fresh : Carnations","Frais : OEillets"
"060313","Type 2","06","03","13","Fresh : Orchids","Frais : Orchidées"
"060314","Type 2","06","03","14","Fresh : Chrysanthemums","Frais : Chrysanthèmes"
"060315","Type 2","06","03","15","Fresh : Lilies (Lilium spp.)","Frais : Lis (Lilium spp.)"
"060319","Type 2","06","03","19","Fresh : Other","Frais : Autres"
"060390","Type 2","06","03","90","Other","Autres"
"060420","Type 2","06","04","20","Fresh","Frais"
"060490","Type 2","06","04","90","Other","Autres"
"070110","Type 2","07","01","10","Seed","De semence"
"070190","Type 2","07","01","90","Other","Autres"
"070200","Type 2","07","02","00","Tomatoes, fresh or chilled","Tomates, à l'état frais ou réfrigéré"
"070310","Type 2","07","03","10","Onions and shallots","Oignons et échalotes"
"070320","Type 2","07","03","20","Garlic","Aulx"
"070390","Type 2","07","03","90","Leeks and other alliaceous vegetables","Poireaux et autres légumes alliacés"
"070410","Type 2","07","04","10","Cauliflowers and broccoli","Choux-fleurs et choux brocolis"
"070420","Type 2","07","04","20","Brussels sprouts","Choux de Bruxelles"
"070490","Type 2","07","04","90","Other","Autres"
"070511","Type 2","07","05","11","Lettuce : Cabbage lettuce (head lettuce)","Laitues : Pommées"
"070519","Type 2","07","05","19","Lettuce : Other","Laitues : Autres"
"070521","Type 2","07","05","21","Chicory : Witloof chicory (Cichorium intybus var. foliosum)","Chicorées : Witloof (Cichorium intybus var. foliosum)"
"070529","Type 2","07","05","29","Chicory : Other","Chicorées : Autres"
"070610","Type 2","07","06","10","Carrots and turnips","Carottes et navets"
"070690","Type 2","07","06","90","Other","Autres"
"070700","Type 2","07","07","00","Cucumbers and gherkins, fresh or chilled","Concombres et cornichons, à l'état frais ou réfrigéré"
"070810","Type 2","07","08","10","Peas (Pisum sativum)","Pois (Pisum sativum)"
"070820","Type 2","07","08","20","Beans (Vigna spp., Phaseolus spp.)","Haricots (Vigna spp., Phaseolus spp.)"
"070890","Type 2","07","08","90","Other leguminous vegetables","Autres légumes à cosse"
"070920","Type 2","07","09","20","Asparagus","Asperges"
"070930","Type 2","07","09","30","Aubergines (egg-plants)","Aubergines"
"070940","Type 2","07","09","40","Celery other than celeriac","Céleris autres que les céleris-raves"
"070951","Type 2","07","09","51","Mushrooms and truffles : Mushrooms of the genus Agaricus","Champignons et truffes : Champignons du genre Agaricus"
"070952","Type 2","07","09","52","Mushrooms and truffles : Mushrooms of the genus Boletus","Champignons et truffes : Champignons du genre Boletus"
"070953","Type 2","07","09","53","Mushrooms and truffles : Mushrooms of the genus Cantharellus","Champignons et truffes : Champignons du genre Cantharellus"
"070954","Type 2","07","09","54","Mushrooms and truffles : Shiitake (Lentinus edodes)","Champignons et truffes : Shiitake (Lentinus edodes)"
"070955","Type 2","07","09","55","Mushrooms and truffles : Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)","Champignons et truffes : Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum)"
"070956","Type 2","07","09","56","Mushrooms and truffles : Truffles (Tuber spp.)","Champignons et truffes : Truffes (Tuber spp.)"
"070959","Type 2","07","09","59","Mushrooms and truffles : Other","Champignons et truffes : Autres"
"070960","Type 2","07","09","60","Fruits of the genus Capsicum or of the genus Pimenta","Piments du genre Capsicum ou du genre Pimenta"
"070970","Type 2","07","09","70","Spinach, New Zealand spinach and orache spinach (garden spinach)","Epinards, tétragones (épinards de Nouvelle-Zélande) et arroches (épinards géants)"
"070991","Type 2","07","09","91","Other : Globe artichokes","Autres : Artichauts"
"070992","Type 2","07","09","92","Other : Olives","Autres : Olives"
"070993","Type 2","07","09","93","Other : Pumpkins, squash and gourds (Cucurbita spp.)","Autres : Citrouilles, courges et calebasses (Cucurbita spp.)"
"070999","Type 2","07","09","99","Other : Other","Autres : Autres"
"071010","Type 2","07","10","10","Potatoes","Pommes de terre"
"071021","Type 2","07","10","21","Leguminous vegetables, shelled or unshelled : Peas (Pisum sativum)","Légumes à cosse, écossés ou non : Pois (Pisum sativum)"
"071022","Type 2","07","10","22","Leguminous vegetables, shelled or unshelled : Beans (Vigna spp., Phaseolus spp.)","Légumes à cosse, écossés ou non : Haricots (Vigna spp., Phaseolus spp.)"
"071029","Type 2","07","10","29","Leguminous vegetables, shelled or unshelled : Other","Légumes à cosse, écossés ou non : Autres"
"071030","Type 2","07","10","30","Spinach, New Zealand spinach and orache spinach (garden spinach)","Epinards, tétragones (épinards de Nouvelle-Zélande) et arroches (épinards géants)"
"071040","Type 2","07","10","40","Sweet corn","Maïs doux"
"071080","Type 2","07","10","80","Other vegetables","Autres légumes"
"071090","Type 2","07","10","90","Mixtures of vegetables","Mélanges de légumes"
"071120","Type 2","07","11","20","Olives","Olives"
"071140","Type 2","07","11","40","Cucumbers and gherkins","Concombres et cornichons"
"071151","Type 2","07","11","51","Mushrooms and truffles : Mushrooms of the genus Agaricus","Champignons et truffes : Champignons du genre Agaricus"
"071159","Type 2","07","11","59","Mushrooms and truffles : Other","Champignons et truffes : Autres"
"071190","Type 2","07","11","90","Other vegetables; mixtures of vegetables","Autres légumes ; mélanges de légumes"
"071220","Type 2","07","12","20","Onions","Oignons"
"071231","Type 2","07","12","31","Mushrooms, wood ears (Auricularia spp.), jelly fungi (Tremella spp.) and truffles : Mushrooms of the genus Agaricus","Champignons, oreilles-de-Judas (Auricularia spp.), trémelles (Tremella spp.) et truffes : Champignons du genre Agaricus"
"071232","Type 2","07","12","32","Mushrooms, wood ears (Auricularia spp.), jelly fungi (Tremella spp.) and truffles : Wood ears (Auricularia spp.)","Champignons, oreilles-de-Judas (Auricularia spp.), trémelles (Tremella spp.) et truffes : Oreilles-de-Judas (Auricularia spp.)"
"071233","Type 2","07","12","33","Mushrooms, wood ears (Auricularia spp.), jelly fungi (Tremella spp.) and truffles : Jelly fungi (Tremella spp.)","Champignons, oreilles-de-Judas (Auricularia spp.), trémelles (Tremella spp.) et truffes : Trémelles (Tremella spp.)"
"071234","Type 2","07","12","34","Mushrooms, wood ears (Auricularia spp.), jelly fungi (Tremella spp.) and truffles : Shiitake (Lentinus edodes)","Champignons, oreilles-de-Judas (Auricularia spp.), trémelles (Tremella spp.) et truffes : Shiitake (Lentinus edodes)"
"071239","Type 2","07","12","39","Mushrooms, wood ears (Auricularia spp.), jelly fungi (Tremella spp.) and truffles : Other","Champignons, oreilles-de-Judas (Auricularia spp.), trémelles (Tremella spp.) et truffes : Autres"
"071290","Type 2","07","12","90","Other vegetables; mixtures of vegetables","Autres légumes ; mélanges de légumes"
"071310","Type 2","07","13","10","Peas (Pisum sativum)","Pois (Pisum sativum)"
"071320","Type 2","07","13","20","Chickpeas (garbanzos)","Pois chiches"
"071331","Type 2","07","13","31","Beans (Vigna spp., Phaseolus spp.) : Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek","Haricots (Vigna spp., Phaseolus spp.) : Haricots des espèces Vigna mungo (L.) Hepper ou Vigna radiata (L.) Wilczek"
"071332","Type 2","07","13","32","Beans (Vigna spp., Phaseolus spp.) : Small red (Adzuki) beans (Phaseolus or Vigna angularis)","Haricots (Vigna spp., Phaseolus spp.) : Haricots « petits rouges » (haricots Adzuki) (Phaseolus ou Vigna angularis)"
"071333","Type 2","07","13","33","Beans (Vigna spp., Phaseolus spp.) : Kidney beans, including white pea beans (Phaseolus vulgaris)","Haricots (Vigna spp., Phaseolus spp.) : Haricots communs (Phaseolus vulgaris)"
"071334","Type 2","07","13","34","Beans (Vigna spp., Phaseolus spp.) : Bambara beans (Vigna subterranea or Voandzeia subterranea)","Haricots (Vigna spp., Phaseolus spp.) : Pois Bambara (Pois de terre) (Vigna subterranea ou Voandzeia subterranea)"
"071335","Type 2","07","13","35","Beans (Vigna spp., Phaseolus spp.) : Cow peas (Vigna unguiculata)","Haricots (Vigna spp., Phaseolus spp.) : Dolique à oeil noir (Pois du Brésil, Niébé) (Vigna unguiculata)"
"071339","Type 2","07","13","39","Beans (Vigna spp., Phaseolus spp.) : Other","Haricots (Vigna spp., Phaseolus spp.) : Autres"
"071340","Type 2","07","13","40","Lentils","Lentilles"
"071350","Type 2","07","13","50","Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)","Fèves (Vicia faba var. major) et féveroles (Vicia faba var. equina, Vicia faba var. minor)"
"071360","Type 2","07","13","60","Pigeon peas (Cajanus cajan)","Pois d'Ambrevade ou pois d'Angole (Cajanus cajan)"
"071390","Type 2","07","13","90","Other","Autres"
"071410","Type 2","07","14","10","Manioc (cassava)","Racines de manioc"
"071420","Type 2","07","14","20","Sweet potatoes","Patates douces"
"071430","Type 2","07","14","30","Yams (Dioscorea spp.)","Ignames (Dioscorea spp.)"
"071440","Type 2","07","14","40","Taro (Colocasia spp.)","Colocases (Colocasia spp.)"
"071450","Type 2","07","14","50","Yautia (Xanthosoma spp.)","Yautias (Xanthosoma spp.)"
"071490","Type 2","07","14","90","Other","Autres"
"080111","Type 2","08","01","11","Coconuts : Desiccated","Noix de coco : Desséchées"
